time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-06T13:07:45.076Z,38.0384,37.371,16.904,5,mb,114,56,0.836,0.67,us,us6000jlrv,2023-04-15T21:39:37.040Z,"Central Turkey",earthquake,2.07,3.632,0.053,115,reviewed,us,us
2023-02-06T13:06:39.750Z,37.991,37.2762,19.665,4.5,mb,57,60,0.794,0.94,us,us6000jnu4,2023-04-15T21:40:03.040Z,"10 km SE of Ekinözü, Turkey",earthquake,4.47,4.524,0.108,25,reviewed,us,us
2023-02-06T13:03:17.843Z,37.9978,37.4732,9.48,4.6,mb,80,77,0.85,0.8,us,us6000jntk,2023-04-15T21:40:02.040Z,"4 km NE of Nurhak, Turkey",earthquake,5.47,4.502,0.085,41,reviewed,us,us
2023-02-06T13:00:18.127Z,38.1156,36.6841,10,4.5,mb,34,97,0.986,0.59,us,us6000jlrt,2023-04-15T21:39:37.040Z,"19 km ENE of Göksun, Turkey",earthquake,4.59,1.804,0.118,21,reviewed,us,us
2023-02-06T12:54:39.920Z,38.0519,36.864,18.833,4.6,mb,77,48,0.499,0.38,us,us6000jlrq,2023-04-15T21:39:37.040Z,"22 km SSW of Af?in, Turkey",earthquake,4.11,4.53,0.085,41,reviewed,us,us
2023-02-06T12:48:01.449Z,38.0382,36.8659,13.923,4.3,mb,48,55,0.51,0.5,us,us6000jlrp,2023-04-15T21:39:37.040Z,"23 km S of Af?in, Turkey",earthquake,4.62,5.289,0.133,16,reviewed,us,us
2023-02-06T12:36:33.066Z,37.9664,37.7885,10,4.6,mb,65,85,0.917,0.69,us,us6000jlrk,2023-04-15T21:39:37.040Z,"Central Turkey",earthquake,4.82,1.852,0.102,29,reviewed,us,us
2023-02-06T12:31:40.752Z,37.8798,37.4824,16.174,4.2,mb,36,60,0.739,0.36,us,us6000jntg,2023-04-15T21:40:02.040Z,"10 km SSE of Nurhak, Turkey",earthquake,2.91,4.535,0.115,21,reviewed,us,us
2023-02-06T12:21:18.492Z,38.0621,36.4541,8.221,4.4,mb,49,52,0.346,0.51,us,us6000jlrh,2023-04-15T21:39:37.040Z,"5 km NW of Göksun, Turkey",earthquake,3.46,4.939,0.107,25,reviewed,us,us
2023-02-06T12:13:48.646Z,37.9248,37.3761,17.77,4.7,mb,87,66,0.763,0.38,us,us6000jlrg,2023-04-15T21:39:37.040Z,"7 km SW of Nurhak, Turkey",earthquake,3.3,4,0.063,78,reviewed,us,us
2023-02-06T12:07:32.722Z,38.0169,36.4016,8.28,4.4,mb,21,74,0.39,0.34,us,us6000jnwq,2023-04-15T21:40:05.040Z,"8 km W of Göksun, Turkey",earthquake,2.47,4.863,0.19,8,reviewed,us,us
2023-02-06T12:02:11.275Z,38.0582,36.5114,8.516,6,mb,138,25,0.356,0.54,us,us6000jlrc,2023-04-15T21:39:37.040Z,"4 km NNE of Göksun, Turkey",earthquake,4.32,3.954,0.024,647,reviewed,us,us
2023-02-06T11:58:37.429Z,38.0509,37.5686,15.351,4.7,mb,77,73,0.922,0.51,us,us6000jlrb,2023-04-15T21:39:37.040Z,"14 km NE of Nurhak, Turkey",earthquake,3.81,3.359,0.066,70,reviewed,us,us
2023-02-06T11:55:57.601Z,38.0599,36.6805,7.09,4.3,mb,36,63,0.404,0.5,us,us6000jntd,2023-04-15T21:40:02.040Z,"16 km ENE of Göksun, Turkey",earthquake,3.17,6.263,0.137,15,reviewed,us,us
2023-02-06T11:51:22.063Z,38.016,37.7225,16.818,4.5,mb,59,82,0.936,0.58,us,us6000jm76,2023-04-15T21:39:43.040Z,"",earthquake,3.97,4.26,0.093,34,reviewed,us,us
2023-02-06T11:50:04.398Z,37.9721,36.3402,5.716,4.5,mb,60,52,0.391,0.34,us,us6000jlra,2023-04-15T21:39:37.040Z,"14 km WSW of Göksun, Turkey",earthquake,4.22,4.533,0.096,32,reviewed,us,us
2023-02-06T11:39:41.665Z,38.0622,36.5678,11.405,4.8,mb,75,41,0.364,0.56,us,us6000jlr7,2023-04-15T21:39:37.040Z,"7 km NE of Göksun, Turkey",earthquake,3.88,4.525,0.07,62,reviewed,us,us
2023-02-06T11:35:28.583Z,37.9417,37.351,17.733,4.5,mb,95,64,0.776,0.41,us,us6000jlr9,2023-04-15T21:39:37.040Z,"Central Turkey",earthquake,4.43,4.246,0.074,54,reviewed,us,us
2023-02-06T11:28:33.812Z,37.9264,36.9995,18.104,4.2,mb,20,156,0.623,0.34,us,us6000jnwp,2023-04-15T21:40:05.040Z,"22 km SW of Ekinözü, Turkey",earthquake,5.95,7.845,0.186,8,reviewed,us,us
2023-02-06T11:20:24.969Z,38.0274,37.7493,15.64,4.1,mb,18,82,0.955,0.52,us,us6000jnt9,2023-04-15T21:40:02.040Z,"Central Turkey",earthquake,4.16,3.036,0.234,5,reviewed,us,us
2023-02-06T11:11:40.849Z,37.9593,37.3732,10,4.9,mb,56,65,0.797,0.64,us,us6000jlqx,2023-04-15T21:39:36.040Z,"5 km W of Nurhak, Turkey",earthquake,3.8,1.888,0.078,52,reviewed,us,us
2023-02-06T11:05:35.084Z,38.0752,36.7588,5.968,5.1,mb,86,68,0.426,0.61,us,us6000jlqr,2023-04-15T21:39:36.040Z,"23 km SW of Af?in, Turkey",earthquake,5.12,4.724,0.071,64,reviewed,us,us
2023-02-06T11:04:38.987Z,38.0723,36.6628,15.349,4.2,mb,30,53,0.386,0.78,us,us6000jnt8,2023-04-15T21:40:02.040Z,"15 km ENE of Göksun, Turkey",earthquake,6.68,6.769,0.14,14,reviewed,us,us
2023-02-06T11:01:36.485Z,37.8259,37.4436,13.77,4.8,mb,50,50,0.679,0.57,us,us6000jlqy,2023-04-15T21:39:37.040Z,"15 km S of Nurhak, Turkey",earthquake,5.37,3.889,0.109,26,reviewed,us,us
2023-02-06T10:56:24.688Z,37.9728,37.3801,10,4.6,mb,29,96,0.811,0.71,us,us6000jnt4,2023-04-15T21:40:02.040Z,"5 km W of Nurhak, Turkey",earthquake,4.71,1.926,0.222,6,reviewed,us,us
2023-02-06T10:50:35.934Z,37.9155,37.8106,16.124,4.3,mb,65,88,0.883,0.86,us,us6000jnu6,2023-04-15T21:40:03.040Z,"16 km NW of Tut, Turkey",earthquake,5.12,4.536,0.119,20,reviewed,us,us
2023-02-06T10:47:41.873Z,38.0443,36.644,10,4.7,mb,46,54,0.404,0.97,us,us6000jnw7,2023-04-15T21:40:05.040Z,"",earthquake,4.77,1.859,0.196,12,reviewed,us,us
2023-02-06T10:46:56.782Z,38.039,36.8385,10,4.7,mb,48,55,0.495,0.55,us,us6000jnt5,2023-04-15T21:40:02.040Z,"24 km SSW of Af?in, Turkey",earthquake,5.24,1.793,0.175,14,reviewed,us,us
2023-02-06T10:44:46.950Z,38.034,37.7967,11.982,4.6,mb,37,82,0.979,1.06,us,us6000jnu5,2023-04-15T21:40:03.040Z,"8 km SW of Do?an?ehir, Turkey",earthquake,3.07,4.384,0.183,12,reviewed,us,us
2023-02-06T10:38:57.715Z,37.8722,37.3582,10,4.5,mb,37,140,0.855,0.75,us,us6000jnwk,2023-04-15T21:40:05.040Z,"12 km SW of Nurhak, Turkey",earthquake,5.18,1.64,0.14,17,reviewed,us,us
2023-02-06T10:35:58.161Z,38.0249,37.8023,10,5.8,mb,109,56,0.973,0.9,us,us6000jlqe,2023-04-15T21:39:36.040Z,"9 km SW of Do?an?ehir, Turkey",earthquake,4.5,1.797,0.051,141,reviewed,us,us
2023-02-06T10:32:08.932Z,37.9962,37.2033,14.057,5.4,mb,44,66,0.742,0.98,us,us6000jnt0,2023-04-15T21:40:02.040Z,"7 km S of Ekinözü, Turkey",earthquake,4.09,3.651,0.176,20,reviewed,us,us
2023-02-06T10:24:48.811Z,38.0106,37.1962,7.432,7.5,mww,111,29,0.73,0.7,us,us6000jlqa,2023-06-17T18:00:10.939Z,"Elbistan earthquake, Kahramanmaras earthquake sequence",earthquake,5.09,3.709,0.041,58,reviewed,us,us
2023-02-06T09:36:17.151Z,37.3147,36.7946,11.367,4.3,mb,34,153,0.36,1.19,us,us6000jlq5,2023-04-15T21:39:36.040Z,"Central Turkey",earthquake,5.97,3.43,0.137,15,reviewed,us,us
2023-02-06T08:52:37.361Z,37.4633,37.2102,10,4.8,mb,82,57,0.291,0.81,us,us6000jlpv,2023-04-15T21:39:36.040Z,"Central Turkey",earthquake,2.56,1.621,0.069,65,reviewed,us,us
2023-02-06T06:59:05.328Z,37.47,37.0824,19.154,4.2,mb,46,113,0.314,0.65,us,us6000jns8,2023-04-15T21:40:01.040Z,"18 km SE of Kahramanmara?, Turkey",earthquake,4.26,4.391,0.121,19,reviewed,us,us
2023-02-06T06:54:57.430Z,37.6427,37.394,10,4.8,mwr,105,56,0.492,0.54,us,us6000jlp9,2023-04-15T21:39:35.040Z,"14 km SE of Ça?layancerit, Turkey",earthquake,5.42,1.797,0.063,24,reviewed,us,us
2023-02-06T06:26:28.168Z,37.3961,37.1506,10,4.6,mb,71,107,0.229,0.45,us,us6000jlsg,2023-04-15T21:39:38.040Z,"16 km SW of Pazarc?k, Turkey",earthquake,5.02,1.902,0.081,45,reviewed,us,us
2023-02-06T06:14:38.909Z,37.4072,36.9513,10,4.3,mb,31,135,0.312,0.37,us,us6000jns3,2023-04-15T21:40:00.040Z,"19 km S of Kahramanmara?, Turkey",earthquake,1.69,1.927,0.177,9,reviewed,us,us
2023-02-06T05:22:44.551Z,37.3082,37.7106,10,4.4,mb,37,119,1.12,0.46,us,us6000jlnx,2023-04-15T21:39:35.040Z,"12 km E of Yavuzeli, Turkey",earthquake,8.69,1.914,0.102,28,reviewed,us,us
2023-02-06T05:16:55.953Z,37.7999,37.7821,10,4.1,mb,38,103,0.775,0.65,us,us6000jnrv,2023-04-15T21:40:00.040Z,"11 km W of Tut, Turkey",earthquake,3.07,1.933,0.175,9,reviewed,us,us
2023-02-06T05:12:52.692Z,37.4966,37.1888,5.336,4.4,mb,29,85,0.324,1.11,us,us6000jnrx,2023-04-15T21:40:00.040Z,"9 km W of Pazarc?k, Turkey",earthquake,2.52,5.123,0.162,11,reviewed,us,us
2023-02-06T05:04:31.901Z,37.3768,37.0793,11.165,4.2,mb,19,136,0.229,0.5,us,us6000jnvb,2023-04-15T21:40:04.040Z,"23 km WSW of Pazarc?k, Turkey",earthquake,8.89,7.385,0.176,9,reviewed,us,us
2023-02-06T04:56:05.491Z,37.4609,37.1603,16.174,4.5,mb,84,69,0.291,0.64,us,us6000jlnu,2023-04-15T21:39:35.040Z,"12 km WSW of Pazarc?k, Turkey",earthquake,6.53,4.698,0.074,53,reviewed,us,us
2023-02-06T04:39:47.868Z,37.7907,37.4444,17.034,4.3,mb,51,96,0.645,0.54,us,us6000jlnq,2023-04-15T21:39:35.040Z,"14 km ENE of Ça?layancerit, Turkey",earthquake,4.39,4.707,0.097,30,reviewed,us,us
2023-02-06T04:31:02.298Z,37.2919,36.8854,12.932,4.3,mb,32,159,0.285,0.72,us,us6000jnrs,2023-04-15T21:40:00.040Z,"19 km NE of Nurda??, Turkey",earthquake,4.59,6.261,0.142,14,reviewed,us,us
2023-02-06T04:24:45.154Z,37.555,37.2001,13.385,4.1,mb,25,93,0.382,0.56,us,us6000jnvd,2023-04-15T21:40:04.040Z,"11 km NW of Pazarc?k, Turkey",earthquake,3.11,5.604,0.214,6,reviewed,us,us
2023-02-06T04:16:49.374Z,37.5236,37.2784,11.788,4.5,mb,88,66,0.355,0.43,us,us6000jlnd,2023-04-15T21:39:34.040Z,"Central Turkey",earthquake,2.71,4.618,0.072,57,reviewed,us,us
2023-02-06T04:05:15.992Z,37.7658,37.4588,10,4.1,mb,22,119,0.625,1.15,us,us6000jnvn,2023-04-15T21:40:05.040Z,"15 km E of Ça?layancerit, Turkey",earthquake,2.67,1.854,0.157,11,reviewed,us,us
2023-02-06T04:04:22.647Z,37.8315,37.3919,5.017,4.4,mb,65,83,0.674,0.52,us,us6000jlnc,2023-04-15T21:39:34.040Z,"13 km NE of Ça?layancerit, Turkey",earthquake,4.66,4.563,0.088,37,reviewed,us,us
2023-02-06T03:55:10.580Z,37.3982,36.8946,10,4.2,mb,14,160,0.338,0.7,us,us6000jnrr,2023-04-15T21:40:00.040Z,"20 km S of Kahramanmara?, Turkey",earthquake,2.7,1.995,0.199,7,reviewed,us,us
2023-02-06T03:54:00.586Z,37.7604,37.4251,14.46,4.3,mb,32,90,0.612,0.71,us,us6000jnrm,2023-04-15T21:40:00.040Z,"Central Turkey",earthquake,2.96,4.766,0.153,12,reviewed,us,us
2023-02-06T03:41:28.306Z,37.2442,37.1335,15.704,4.3,mb,36,134,0.094,0.73,us,us6000jnsv,2023-04-15T21:40:01.040Z,"30 km NW of Gaziantep, Turkey",earthquake,5.35,6.288,0.129,17,reviewed,us,us
2023-02-06T03:24:30.161Z,37.9268,37.8357,5.884,4.4,mb,39,92,0.903,0.71,us,us6000jnrh,2023-04-15T21:39:59.040Z,"16 km NNW of Tut, Turkey",earthquake,2.73,5.039,0.124,19,reviewed,us,us
2023-02-06T03:19:15.155Z,37.733,37.4257,10,4,mb,17,95,1.042,0.57,us,us6000jnrj,2023-04-15T21:40:00.040Z,"12 km E of Ça?layancerit, Turkey",earthquake,3.43,1.973,0.212,6,reviewed,us,us
2023-02-06T03:12:11.339Z,37.5003,37.3267,3.572,4.5,mb,79,76,0.341,0.68,us,us6000jln3,2023-04-15T21:39:34.040Z,"2 km ENE of Pazarc?k, Turkey",earthquake,5.28,4.287,0.074,53,reviewed,us,us
2023-02-06T03:10:20.089Z,37.7127,37.8001,16.08,4.4,mb,79,70,0.716,0.37,us,us6000jln6,2023-04-15T21:39:34.040Z,"5 km WNW of Besni, Turkey",earthquake,5.78,4.132,0.074,53,reviewed,us,us
2023-02-06T03:02:18.228Z,37.9204,37.7822,10,4.4,mb,52,91,0.875,0.62,us,us6000jnrg,2023-04-15T21:39:59.040Z,"18 km NW of Tut, Turkey",earthquake,3.38,1.875,0.095,32,reviewed,us,us
2023-02-06T02:34:18.119Z,37.4941,37.2266,14.637,4.3,mb,41,91,0.322,0.6,us,us6000jnry,2023-04-15T21:40:00.040Z,"6 km W of Pazarc?k, Turkey",earthquake,6.91,5.929,0.111,23,reviewed,us,us
2023-02-06T02:32:08.686Z,37.5639,37.1467,17.393,4.5,mb,32,81,0.205,1,us,us6000jnw0,2023-04-15T21:40:05.040Z,"15 km WNW of Pazarc?k, Turkey",earthquake,5.8,4.065,0.124,19,reviewed,us,us
2023-02-06T02:31:26.171Z,37.4137,36.8216,12.112,4.5,mb,42,156,0.111,0.65,us,us6000jnsi,2023-04-15T21:40:01.040Z,"21 km SSW of Kahramanmara?, Turkey",earthquake,6.24,4.994,0.113,23,reviewed,us,us
2023-02-06T02:28:43.721Z,37.4292,36.9502,8.01,4.1,mb,21,146,0.086,0.57,us,us6000jnw1,2023-04-15T21:40:05.040Z,"Central Turkey",earthquake,5.34,7.776,0.235,5,reviewed,us,us
2023-02-06T02:21:20.561Z,37.4358,37.0658,14.349,4.2,mb,34,83,0.287,0.7,us,us6000jmn5,2023-04-15T21:39:50.040Z,"20 km SE of Kahramanmara?, Turkey",earthquake,3.8,4.705,0.115,21,reviewed,us,us
2023-02-06T02:16:09.128Z,37.4468,37.0449,10,4.2,mb,13,129,0.304,0.4,us,us6000jmn3,2023-04-15T21:39:49.040Z,"18 km SE of Kahramanmara?, Turkey",earthquake,4.28,1.954,0.235,5,reviewed,us,us
2023-02-06T02:13:40.815Z,37.2863,36.8539,10,4.2,mb,17,89,0.306,0.46,us,us6000jnra,2023-04-15T21:39:59.040Z,"16 km NE of Nurda??, Turkey",earthquake,5.2,1.92,0.167,10,reviewed,us,us
2023-02-06T02:01:45.687Z,37.3512,37.095,10.502,4.8,mb,77,81,0.201,0.72,us,us6000jlmy,2023-04-15T21:39:34.040Z,"23 km SW of Pazarc?k, Turkey",earthquake,5.22,4.226,0.076,53,reviewed,us,us
2023-02-06T02:01:18.994Z,37.7238,37.8026,16.202,4.5,mb,41,135,1.166,0.76,us,us6000jnvi,2023-04-15T21:40:04.040Z,"6 km WNW of Besni, Turkey",earthquake,6.66,5.335,0.131,17,reviewed,us,us
2023-02-06T01:56:29.834Z,37.7175,37.3615,10,4.3,mb,16,89,0.558,0.49,us,us6000jnvm,2023-04-15T21:40:04.040Z,"7 km ESE of Ça?layancerit, Turkey",earthquake,3.65,1.953,0.178,9,reviewed,us,us
2023-02-06T01:51:43.490Z,37.4756,37.1578,7.445,4.7,mb,76,77,0.306,0.84,us,us6000jm4n,2023-04-15T21:39:41.040Z,"12 km W of Pazarc?k, Turkey",earthquake,4.88,4.304,0.08,47,reviewed,us,us
2023-02-06T01:26:50.869Z,37.2252,37.0001,10,5.7,mb,94,75,0.175,1.32,us,us6000jlnn,2023-04-15T21:39:35.040Z,"24 km ENE of Nurda??, Turkey",earthquake,2.35,1.789,0.072,69,reviewed,us,us
2023-02-06T01:17:34.342Z,37.2256,37.0143,10,7.8,mww,266,17,0.165,0.66,us,us6000jllz,2023-07-24T07:31:10.842Z,"Pazarcik earthquake, Kahramanmaras earthquake sequence",earthquake,5.23,1.784,0.05,38,reviewed,us,us
